user_id,beauty_avg_rating,source_avg_rating,source_minus_beauty_avg,beauty_rating_count,source_rating_count
AFEYPT53MKY4HJESSG6KI4GKBF2Q,5.0,5.0,0.0,1,2
AHREOHIIFJBNP2PZMNYLVZYVW4LQ,5.0,4.0,-1.0,1,2
AHBNG5YF7TQQQCG3SI55FNMVERNA,3.8,3.2121,-0.5879,5,33
AF67L57GFTVOYHIYUVKHTMKZ5KSQ,4.0,3.8333,-0.1667,1,6
AEC46JNVTKPTDE2SXFK3TXB5BADA,5.0,3.5,-1.5,1,2
AFOINDM2QOCBLY55FGGSEEGQDRSA,5.0,5.0,0.0,1,1
AELE5PU6RT2LYXKCWYNMXD2YIUQQ,1.0,4.0,3.0,1,1
AEWD3VY6IUYXS5EZMCZPYKOBOUAA,4.5,5.0,0.5,2,2
AEL4IR5WX7FA35JLBNEZ4ARXA2DQ,5.0,5.0,0.0,1,1
AFJHYFV64O46U7BELQBP2OJILFEA,5.0,4.6667,-0.3333,1,3
AFSYNEE6ADCYFRBXLGXL7QNL46FA,5.0,5.0,0.0,1,2
AFYPQF45HJSCGZNJ6VHOOXUUCS3Q,3.0,4.25,1.25,3,4
AFSG3VQRQKPO7RYALPAYK43IBXWA,5.0,2.0,-3.0,4,4
AEQGWBZRH43TVR2I3B2TJIYMVIOQ,3.0,4.4286,1.4286,2,7
AHDTALQSCZ273ANRMZZZ5JN5VWHA,5.0,3.0,-2.0,2,1
AHT7VVKL5HIIWFW63LDDOKPHAPXA,3.75,3.6667,-0.0833,4,3
AFDI4U4XHEUNRVYXETYWQ7Z53MGQ,3.0,2.0,-1.0,2,1
AFESW7NOUTMKOG7ZJ2UKU64Y2QMQ,3.0,5.0,2.0,2,2
AHYCD4C5PQZTVRPP4X6K7HNW6KKQ,5.0,4.0,-1.0,1,1
AHHDLJXHSGDSEAUMOBZVG2CDP54Q,5.0,5.0,0.0,2,2
AFGPFWTV4YJJOEPKADVWLFDGRSSQ,1.0,3.6667,2.6667,2,3
AECQPCJXT2GPMLEC5QJ6HGQYY22Q,3.5,3.6667,0.1667,2,3
AHQ6QQEGTA3CF25W7ZRPKOHNVYIA,5.0,5.0,0.0,2,1
AH4C6XXKLP4BQI7F7LQXO22DTDFA,5.0,5.0,0.0,1,5
AH2Z3GMMV7MKJEVR4KO4G7RPCFWQ,4.5,3.7,-0.8,2,10
AHGUUHXR4JJ43JGPKQJVB4GQGMLA,3.0,2.0,-1.0,4,1
AHXO44M4LIQL4HN6JL2LH5SDON2A,3.6667,4.0,0.3333,6,10
AE7M7SCLOMXGQCKOZ3U5TJUKWG7A,5.0,4.5,-0.5,1,2
AEHADUV2UXLZ3JMWUW24W5TRDNMA,5.0,4.3333,-0.6667,1,3
AEP6P3KJKABIZ2XBA3OQKRHEB3WQ,5.0,4.725,-0.275,2,40
AFXD3PMV2P7QE5NFHYPM42ELA44A,5.0,4.3333,-0.6667,1,6
AEZDQMOVWTDFHD22RI7YAIQE5FMA,4.2222,5.0,0.7778,9,1
AHNY4JAACISE4PNER5QHEYIYU2TQ,4.0,2.0,-2.0,1,2
AHJBXHMWKPNCKQSL7OLOUTB7WZNQ,3.25,5.0,1.75,4,1
AGKSLQIV55YSPXIVSLGU4PXCA6QQ,5.0,5.0,0.0,1,1
AFAOMIATNSEKS522DSAFG2E4I6ZQ,2.0,3.0,1.0,1,2
AHZ46KEEYM2636ZGUNHTRXP3KRCA,5.0,4.0,-1.0,1,3
AFI3DMFARH4RIVY4HTOG45R7BDCQ,5.0,4.7143,-0.2857,1,14
AHFRW7AMVHOHCT6CASWLPNO7YRXA,3.75,5.0,1.25,4,1
AGW4CDXGOIW6DDYCLMMEAJ3IURSQ,3.2857,4.0,0.7143,7,1
AFU4FE2K4KOLLIFH77UDZ3NDFYTA,4.3333,4.0,-0.3333,3,3
AGOTY3JNDY4XOFQIKUSJGWCPCCOQ,5.0,5.0,0.0,1,2
AHB2WDJIVBTSKE5CP2FB332XDA2Q,5.0,4.0,-1.0,1,1
AGY6YDPHEHLLN3YLC5SXS2RCJ6YQ,4.5,5.0,0.5,4,4
AEKS4SMPRFJR6PSJ4EI7MQURXC2A,4.7143,4.0294,-0.6849,7,34
AEV4THIV4AHQVZIPVZJJZKGYVL6Q,5.0,5.0,0.0,1,1
AEWP6FL2NPARMFQ7NJ6XKIFN64QA,5.0,3.6667,-1.3333,7,3
AFGV626JQJNNPYKEEH4J7T4N2ZKA,5.0,4.5,-0.5,1,2
AG2ELMLUJKSBL354LMVZL4AEIKPA,5.0,5.0,0.0,1,1
AF2LBNKQ2RC3MFUSI4FSHCODDQ7A,5.0,4.5,-0.5,1,2
AGJFAQDQ52P3R5YHYJW7VIX7JWSA,5.0,4.5,-0.5,1,6
AGJIYP3GIR6ONVIHXAZZT2O47CSA,2.0,3.0,1.0,1,1
AFNS5MU3UAIU3CUO2XOEWFMQC4UA,5.0,5.0,0.0,2,3
AGBUU5FM6LQLRB3B2YJRUVI2KPLA,1.0,5.0,4.0,1,1
AGLCBQGF56J4IMEXI7IUH6KMAEPQ,5.0,5.0,0.0,1,1
AEMCMZMRJ2MHID2S4ROTXUGVDS3Q,3.6667,3.6667,0.0,3,9
AGZHC6WN7Z5J7RCMZKGGCTBBH3KA,4.5,4.2727,-0.2273,2,11
AERSD4YBI33KLMWY6FRZJX5FFVHQ,1.0,5.0,4.0,1,2
AEJOD4HARQZROHBJ5USI4OA57CTQ,5.0,4.6667,-0.3333,3,3
AGIJK4EDTX6VX4S3CNGKPQKVVRQA,2.5,5.0,2.5,2,1
AGSVM6COAM224S4IJ4SGQS5CKQHA,5.0,3.0,-2.0,1,5
AEWKG3CMUAZCQ6XI6DXUHB6RH4EA,5.0,3.8333,-1.1667,1,6
AEOOEGPVFWQZRLHREFAJHN32MISA,1.0,3.0,2.0,1,3
AF4TPBBFD7WIEMCFJHY5HUGOY4YA,5.0,3.8333,-1.1667,3,6
AGJK7GV3BMYVJL3U3I3ZV6F6W6HQ,3.5,3.5,0.0,8,8
AE26KWHZB675PQJCIKBJKQBEG22A,5.0,5.0,0.0,3,3
AFS7O5B4F5E543TY3N52PSY5C63Q,5.0,5.0,0.0,1,2
AFSTUZ4DF5O6K53FZJCIIZZRKTUA,5.0,5.0,0.0,1,2
AHN33TD3W7UAJSUSSCHM623HIKXA,5.0,3.0,-2.0,1,2
AGXL7RBXWFECM4OXPB5U4JSHU7EA,5.0,5.0,0.0,1,2
AGXZXVU7XGWMWIF6ED6VUINZKV2Q,5.0,3.6667,-1.3333,1,6
AFGE7XOMSOWBDTBWBOL3HVF4ZJ5Q,2.3333,1.0,-1.3333,3,2
AFPPT6GIWVPHAKTCHER4RV3M7ENA,4.5,5.0,0.5,2,1
AGDJ2IQXCEPWC7477BBPMEA7JDPA,2.0,5.0,3.0,1,1
AGDAGDITZBYMDVVSEJ3GYCF33YHA,5.0,2.5,-2.5,1,2
AGI2MOUQ5Q4BLW3TQNBHRACLNP7Q,5.0,4.4,-0.6,1,5
AHNKRZB7KM43UZPY3GMXWJIWJU7A,5.0,3.75,-1.25,1,4
AHAQQISWRN6ZKHPCL3VIMIBVXQRQ,4.0,4.3333,0.3333,3,6
AGRWWFDAXM22AIX4FX25CDHCD65Q,5.0,5.0,0.0,1,2
AFI3WH7KBQI2YM4PIIDCN2QYARNA,4.1111,5.0,0.8889,9,2
AEYPWMT45IWSLFALG5XIFS2AYMQQ,4.0,4.6667,0.6667,1,3
AFQSKSZDARZMYQ53QUVGRL5QHZMQ,5.0,5.0,0.0,1,2
AEE5CLALSJGPLBJHZAAYHABNK7HQ,5.0,5.0,0.0,1,3
AGDPR2ODPJHVI3BAZW4Y64YSSFFQ,4.0,4.0,0.0,3,2
AHIZY3NVLDRKKT6SMSQY6WUJDIGA,5.0,5.0,0.0,1,1
AERGEJLYECO7QSFJTFBRGE5DHFJQ,5.0,4.4,-0.6,7,5
AFLNAWADBBVZIBDCYXORWDBRKBRA,5.0,4.0,-1.0,1,1
AFF4RB7V4FF6R4O5PS56W4QLNDIQ,5.0,5.0,0.0,2,1
AFZ3W2N2W3M5MKDJB4NQKQLE2VUQ,1.0,4.0,3.0,1,1
AFUFF7AANMCEDAQGF4HEHTG4X4EA,1.0,5.0,4.0,1,2
AFQBWFYCVDU7PLSYMAZC5P4NRJYQ,5.0,4.25,-0.75,2,4
AEESNIA253EHWEY6OU5ADVLVWPCQ,5.0,4.8333,-0.1667,1,6
AHMU3LK36VPM2DTWW7X62DPLBXJQ,3.0,3.0,0.0,2,2
AFNRZSX6JIQ77BB4FBHWRDBN4IZQ,2.0,4.0,2.0,1,1
AGBAFV66JSSTR5ZXUOQLRLK6IT6Q,1.0,3.0,2.0,1,3
AFDD2N3F6JV443UR3APAAJ55AFHQ,5.0,3.7,-1.3,3,10
AHVIYY3GTXFYMSJPSYOLKA4Q6ODA,5.0,4.2857,-0.7143,2,7
AF4EYQW6UIGNJA2CD5RAMMBP2NMA,5.0,1.0,-4.0,2,1
AFZWOTMIZV3MDGDRIJYCDTJWYJNQ,2.8,4.5,1.7,5,2
AESGMOHPJC2GUISSBLOPYP2F3DBA,5.0,5.0,0.0,1,1
AE52YBWGKDWPAJ2GZ4FWHUCMNA7A,5.0,4.5,-0.5,1,4
AHE4EN6L6LGCHTC2GVWC2W6TP74Q,5.0,5.0,0.0,5,5
AFIRQFFP6NQSV5BKBSDMBRN2RIHQ,5.0,5.0,0.0,16,4
AFEGGUFZUD2K2UTSVE6G5KHUGPGA,5.0,3.6667,-1.3333,1,3
AHERYYI6J4NOPVZI7MUWVNBTEEQQ,5.0,4.0,-1.0,2,1
AGNK5I6XAJON65YMHN6SW27X2MUA,5.0,5.0,0.0,4,14
AEKZK22DFAAAZIUKPIYQVLAGSMEQ,1.0,1.0,0.0,1,1
AHNCLDB6Y5AH7QSSHKBRK32QGFDQ,5.0,5.0,0.0,1,5
AE5L5CVALISUQS6WW3KNYTEFXLHA,4.6667,5.0,0.3333,42,4
AHRTR25MU7B6XF6XBINIGG5MPRDA,5.0,5.0,0.0,1,1
AEWF2PYQDJ75PQJGMA5DOGCNDICQ,5.0,5.0,0.0,1,1
AE3FSJQD2DNGYVUTXGHT3QNSZASA,2.0,5.0,3.0,1,1
AFNPAPFBF46HSYUWWDCY2D5CGNPQ,5.0,5.0,0.0,2,24
AHBLNMWCXH25GHGWZYGALZ2ZYGOA,4.6667,5.0,0.3333,3,2
AESHH5EGUZWOCS347GABDP2YXAKQ,5.0,1.0,-4.0,1,1
AFEL74DLAT4REVGJLJOWRKPTWYPA,3.3333,4.25,0.9167,6,8
AHEIPHXQBKBXIBHAEWWQJ7KX3MFQ,4.5,5.0,0.5,2,2
AH7YJCXUT3THDPCMYL4CPD5WUTWA,5.0,5.0,0.0,1,3
AFMMUG4SC7RTK7S5DEJDGRUTU7WA,4.0,3.0,-1.0,1,1
AFL42VW2XGUVNFWUTDIJ2LILAX4Q,3.0,5.0,2.0,1,2
AF6SNO3ZKBG526YMU3WU2XFQEQMQ,5.0,4.0,-1.0,5,5
AE3RPKAA3MNSHU3YEVVJR7BPCP3A,5.0,5.0,0.0,2,2
AGT4BAVMACUFMNQ5EEEV5GQCFFWQ,5.0,5.0,0.0,1,1
AEMGNGRYKZE7SGV5AMRUSVD2EEUQ,3.6667,4.25,0.5833,3,8
AHZDNWSPSVDXETKC6F6NYSEBWL2Q,1.0,5.0,4.0,1,1
AGLDK52A3432DWVMHS2LGLRR6QDA,5.0,5.0,0.0,2,1
AGOWT5R3DQVE2F5OGN4ESMPDEVGQ,2.0,2.0,0.0,1,1
AGVICQ2GRWH5OKGO7KAZZNJNIFZA,5.0,3.0,-2.0,1,1
AHSNLUDFM2XJLPJLSUUNGSKPMRYA,3.0,5.0,2.0,1,2
AEGVWEG32HAE3SEMAM3NKMBYPSDQ,5.0,5.0,0.0,1,1
AGD36DCWJV2CKN7HCHGNN4PVVGNQ,1.0,5.0,4.0,1,3
AFIGZ2NR5GUEVCIB4Y6BQBY3P7WQ,5.0,5.0,0.0,1,2
AHMS3NPI2PBGUXP6XSI47FICKVRA,5.0,5.0,0.0,1,2
AE2TZ45MBREEYI4HPZNXUWSRIPAQ,5.0,4.6,-0.4,1,5
AHI3CVKGDBCNRSLEA3TBL5DTBAJQ,4.0,5.0,1.0,6,1
AFZEVR7C2GOMPPKLKF5W4LYEH77Q,5.0,4.5,-0.5,1,6
AHRLOXKM2CTSP4NFIJLAY6EQPDMQ,5.0,4.0,-1.0,1,2
AHKSXJPZW2TT6YNGZYQWYLZQGPZQ,5.0,5.0,0.0,1,1
AEOSX7DMD3JWIIDC6VXZJ3TOPITQ,3.0,5.0,2.0,1,1
AHGV4FHV4F5ZEVEMOB5DCQDJMJSA,5.0,3.0,-2.0,1,2
AFIQD34ZOMP27FUMZHITZBS3M7RQ,1.0,1.0,0.0,1,1
AFF5BLJBNFIOSYNQEIZ47IW573NQ,5.0,5.0,0.0,1,1
AFM37TW3ZADADQO6QDLVYGBIU5CQ,5.0,5.0,0.0,2,1
AGUNNDWVEEG6L4OJQEI4J337OUYQ,5.0,4.6875,-0.3125,1,16
AEMXGSMBAAC6BWAOXOOJ4KFTV4PA,3.0,3.1111,0.1111,1,9
AEDV453SQ62NQMZO4VFBEPA4DMHQ,4.0,4.5,0.5,1,2
AFJEYBRVSUV4SZ6WVWL52PIM6IPA,4.0,1.0,-3.0,1,1
AEQAIU4AEZ7C5G7R4POOQKRJP47A,5.0,4.875,-0.125,2,8
AG7USYBDJL3IVCSXF5J3M54RXFBA,2.0,5.0,3.0,1,1
AE4SVLSRB675RAW6HTC2DQ7Q2AGQ,5.0,5.0,0.0,1,1
AHQVKLDKQXK4IDQ46HVTO6CQG5LA,1.5,3.0,1.5,2,1
AGVHD34LYU5G6KMSYH4WXYPHDRQQ,5.0,1.0,-4.0,1,1
AEJBMEISYYUQXBNQPCRPRUKT232Q,1.5,5.0,3.5,2,2
AEPBYRYOLTOPGCWFBX2T6TQ2MG3Q,5.0,4.0,-1.0,3,2
AHAUIUMWO3C7KEEMI62HQRP3ZA5Q,5.0,4.0,-1.0,1,6
AH4SL5H4A3WRJUQARIJMGPGI75HQ,3.0,4.3333,1.3333,2,3
AGY4Y556ZB34OWC5UB4HNX2RQHNQ,5.0,4.0,-1.0,2,5
AEC4Q2XJFZD7GNYET7S6TSP7JNNA,5.0,5.0,0.0,4,3
AEF6XHA56IHWJ344C5TD55RQ2VHQ,5.0,3.0,-2.0,1,1
AHN4ODMRVXELPHT2TZRQWXSPLAHQ,5.0,5.0,0.0,1,1
AF767GKHCYYAJCIYMHQOKE4RHXHQ,5.0,4.6667,-0.3333,2,3
AEEQ2EWNFLEH7ILVOEL7HCQTQN3Q,4.0,5.0,1.0,2,1
AHOR7S25Q3ZRM744HVQEC4MCCC5Q,4.1429,4.2414,0.0985,7,29
AFGUCNMJPBJEK7E66FDJM2ZS4W7A,5.0,1.0,-4.0,1,1
AF4RC62S22NOCORWQIDA6ADV64VQ,4.5,5.0,0.5,4,1
AH7C6TRHSFNVPLNIAXIVJV7Y4WWQ,3.0,3.0,0.0,1,1
AE3WJWXVVZWGP46XFY37TOCKMQYQ,5.0,5.0,0.0,4,1
